Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
45,Luís Boa Morte,pt POR,"FW,MF",Fulham,26,1977,31,29,"2,602",28.9,8,9,17,8,0,0,7,0,0.28,0.31,0.59,0.28,0.59,Matches
46,George Boateng,nl NED,MF,Middlesbrough,28,1975,25,25,"2,247",25,3,2,5,3,0,0,8,0,0.12,0.08,0.2,0.12,0.2,Matches
47,Carlos Bocanegra,us USA,DF,Fulham,25,1979,27,26,"2,346",26.1,1,0,1,1,0,0,3,0,0.04,0,0.04,0.04,0.04,Matches
48,Gary Borrowdale,eng ENG,DF,Crystal Palace,19,1985,7,2,278,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
49,Paul Bosvelt,nl NED,"DF,MF",Manchester City,34,1970,28,28,"2,435",27.1,2,0,2,2,0,0,6,0,0.07,0,0.07,0.07,0.07,Matches
50,Jay Bothroyd,eng ENG,FW,Blackburn,22,1982,11,5,488,5.4,1,0,1,1,0,0,0,1,0.18,0,0.18,0.18,0.18,Matches
51,Papa Bouba Diop,sn SEN,"DF,MF",Fulham,26,1978,29,29,"2,516",28,5,0,5,5,0,0,8,2,0.18,0,0.18,0.18,0.18,Matches
52,Jean-Alain Boumsong,fr FRA,DF,Newcastle Utd,24,1979,14,14,"1,237",13.7,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
53,Lee Bowyer,eng ENG,MF,Newcastle Utd,27,1977,27,26,"2,179",24.2,3,3,6,3,0,0,7,2,0.12,0.12,0.25,0.12,0.25,Matches
54,Emmerson Boyce,bb BRB,DF,Crystal Palace,24,1979,27,26,"2,342",26,0,1,1,0,0,0,2,0,0,0.04,0.04,0,0.04,Matches
55,Titus Bramble,eng ENG,DF,Newcastle Utd,23,1981,19,18,"1,650",18.3,1,1,2,1,0,0,2,0,0.05,0.05,0.11,0.05,0.11,Matches
56,Jim Brennan,ca CAN,"DF,MF",Norwich City,27,1977,10,6,603,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
57,Wayne Bridge,eng ENG,DF,Chelsea,23,1980,15,12,"1,150",12.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
58,Michael Brown,eng ENG,MF,Tottenham,27,1977,24,20,"1,713",19,1,3,4,1,0,0,8,0,0.05,0.16,0.21,0.05,0.21,Matches
59,Wes Brown,eng ENG,DF,Manchester Utd,24,1979,21,18,"1,641",18.2,1,0,1,1,0,0,3,1,0.05,0,0.05,0.05,0.05,Matches
60,Goran Bunjevčević,rs SRB,DF,Tottenham,31,1973,3,2,186,2.1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
61,Nicky Butt,eng ENG,"DF,MF",Newcastle Utd,29,1975,18,16,"1,424",15.8,1,1,2,1,0,0,3,0,0.06,0.06,0.13,0.06,0.13,Matches
62,Danny Butterfield,eng ENG,"DF,MF",Crystal Palace,24,1979,7,7,545,6.1,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
63,Tim Cahill,au AUS,"FW,MF",Everton,24,1979,33,33,"2,668",29.6,11,5,16,11,0,0,11,1,0.37,0.17,0.54,0.37,0.54,Matches
64,Henri Camara,sn SEN,FW,Southampton,27,1977,13,10,910,10.1,4,0,4,4,0,0,2,0,0.4,0,0.4,0.4,0.4,Matches
65,Kevin Campbell,eng ENG,FW,West Brom,34,1970,16,16,"1,304",14.5,3,1,4,3,0,0,0,0,0.21,0.07,0.28,0.21,0.28,Matches
66,Kevin Campbell,eng ENG,FW,Everton,34,1970,6,4,307,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
67,Sol Campbell,eng ENG,"DF,FW",Arsenal,29,1974,16,16,"1,421",15.8,1,0,1,1,0,0,1,0,0.06,0,0.06,0.06,0.06,Matches
68,Iván Campo,es ESP,"DF,MF",Bolton,30,1974,27,20,"1,717",19.1,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches
69,Vincent Candela,fr FRA,"DF,MF",Bolton,30,1973,10,9,780,8.7,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
70,Stephen Carr,ie IRL,DF,Newcastle Utd,27,1976,26,26,"2,131",23.7,1,1,2,1,0,0,5,0,0.04,0.04,0.08,0.04,0.08,Matches
71,Jamie Carragher,eng ENG,"DF,MF",Liverpool,26,1978,38,38,"3,420",38,0,2,2,0,0,0,4,0,0,0.05,0.05,0,0.05,Matches
72,Michael Carrick,eng ENG,MF,Tottenham,23,1981,29,26,"2,373",26.4,0,4,4,0,0,0,1,0,0,0.15,0.15,0,0.15,Matches
73,Roy Carroll,nir NIR,GK,Manchester Utd,26,1977,26,26,"2,340",26,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
74,Lee Carsley,ie IRL,MF,Everton,30,1974,36,35,"3,029",33.7,4,2,6,4,0,0,7,0,0.12,0.06,0.18,0.12,0.18,Matches
75,Scott Carson,eng ENG,GK,Liverpool,18,1985,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
76,Darren Carter,eng ENG,"DF,MF",Birmingham City,20,1983,15,12,"1,040",11.6,2,1,3,2,0,0,1,0,0.17,0.09,0.26,0.17,0.26,Matches
77,Ricardo Carvalho,pt POR,DF,Chelsea,26,1978,25,22,"1,969",21.9,1,0,1,1,0,0,2,0,0.05,0,0.05,0.05,0.05,Matches
78,Petr Čech,cz CZE,GK,Chelsea,22,1982,35,35,"3,150",35,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
79,Radek Černý,cz CZE,GK,Tottenham,30,1974,3,2,206,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
80,Júlio César,br BRA,DF,Bolton,25,1978,5,4,361,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
81,Nick Chadwick,eng ENG,FW,Everton,21,1982,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
82,Kostas Chalkias,gr GRE,GK,Portsmouth,30,1974,5,5,450,5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
83,Richard Chaplow,eng ENG,MF,West Brom,19,1985,4,3,247,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
84,Simon Charlton,eng ENG,DF,Norwich City,32,1971,24,22,"1,878",20.9,1,0,1,1,0,0,1,0,0.05,0,0.05,0.05,0.05,Matches
85,Michael Chopra,eng ENG,FW,Newcastle Utd,20,1983,1,0,15,0.2,0,0,0,0,0,,0,0,0,0,0,0,0,Matches
86,Malcolm Christie,eng ENG,FW,Middlesbrough,25,1979,2,2,135,1.5,1,0,1,1,0,0,0,0,0.67,0,0.67,0.67,0.67,Matches
87,Aliou Cissé,sn SEN,"DF,MF",Portsmouth,28,1976,20,12,"1,156",12.8,0,1,1,0,0,0,0,0,0,0.08,0.08,0,0.08,Matches
88,Djibril Cissé,fr FRA,FW,Liverpool,22,1981,16,10,932,10.4,4,1,5,3,1,1,0,0,0.39,0.1,0.48,0.29,0.39,Matches
89,Jamie Clapham,eng ENG,DF,Birmingham City,28,1975,27,18,"1,673",18.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
90,Lee Clark,eng ENG,MF,Fulham,31,1972,17,15,"1,420",15.8,1,2,3,1,0,0,2,0,0.06,0.13,0.19,0.06,0.19,Matches
91,Stephen Clemence,eng ENG,MF,Birmingham City,26,1978,22,13,"1,300",14.4,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
92,Neil Clement,eng ENG,DF,West Brom,25,1978,35,35,"3,103",34.5,3,0,3,3,0,0,2,1,0.09,0,0.09,0.09,0.09,Matches
93,Gaël Clichy,fr FRA,DF,Arsenal,19,1985,15,7,774,8.6,0,1,1,0,0,0,2,0,0,0.12,0.12,0,0.12,Matches
94,Andy Cole,eng ENG,FW,Fulham,32,1971,31,29,"2,501",27.8,12,4,16,11,1,2,4,1,0.43,0.14,0.58,0.4,0.54,Matches
95,Ashley Cole,eng ENG,DF,Arsenal,23,1980,35,35,"3,150",35,2,1,3,2,0,0,7,0,0.06,0.03,0.09,0.06,0.09,Matches
96,Carlton Cole,eng ENG,FW,Aston Villa,20,1983,27,18,"1,511",16.8,3,4,7,3,0,0,1,0,0.18,0.24,0.42,0.18,0.42,Matches
97,Joe Cole,eng ENG,MF,Chelsea,22,1981,28,19,"1,629",18.1,8,2,10,8,0,0,5,0,0.44,0.11,0.55,0.44,0.55,Matches
98,Cosmin Contra,ro ROU,"DF,MF",West Brom,28,1975,5,5,297,3.3,0,1,1,0,0,0,0,1,0,0.3,0.3,0,0.3,Matches
99,Colin Cooper,eng ENG,DF,Middlesbrough,37,1967,15,11,"1,044",11.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
100,Martin Cranie,eng ENG,DF,Southampton,17,1986,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
101,Lee Croft,eng ENG,MF,Manchester City,19,1985,7,0,77,0.9,0,1,1,0,0,0,0,0,0,1.17,1.17,0,1.17,Matches
102,Mark Crossley,wls WAL,GK,Fulham,35,1969,5,5,433,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
103,Peter Crouch,eng ENG,FW,Southampton,23,1981,27,18,"1,790",19.9,12,6,18,11,1,1,1,1,0.6,0.3,0.91,0.55,0.85,Matches
104,Danny Crow,eng ENG,FW,Norwich City,18,1986,3,0,41,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
105,Carlo Cudicini,it ITA,GK,Chelsea,30,1973,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
106,Kenny Cunningham,ie IRL,DF,Birmingham City,33,1971,36,36,"3,168",35.2,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
107,John Curtis,eng ENG,DF,Portsmouth,25,1978,1,0,21,0.2,0,0,0,0,0,,0,0,0,0,0,0,0,Matches
108,Pascal Cygan,fr FRA,DF,Arsenal,30,1974,15,15,"1,284",14.3,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
109,Calum Davenport,eng ENG,DF,Southampton,21,1983,7,5,501,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
110,Calum Davenport,eng ENG,DF,Tottenham,21,1983,1,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
111,Andrew Davies,eng ENG,DF,Middlesbrough,19,1984,3,2,233,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
112,Kevin Davies,eng ENG,FW,Bolton,27,1977,35,33,"2,838",31.5,8,2,10,8,0,0,5,0,0.25,0.06,0.32,0.25,0.32,Matches
113,Simon Davies,wls WAL,MF,Tottenham,24,1979,21,17,"1,629",18.1,0,3,3,0,0,0,0,0,0,0.17,0.17,0,0.17,Matches
114,Sean Davis,eng ENG,MF,Tottenham,24,1979,15,11,"1,028",11.4,0,2,2,0,0,0,4,0,0,0.18,0.18,0,0.18,Matches
115,Steven Davis,nir NIR,MF,Aston Villa,19,1985,28,19,"1,892",21,1,0,1,1,0,0,2,0,0.05,0,0.05,0.05,0.05,Matches
116,Michael Dawson,eng ENG,DF,Tottenham,20,1983,5,5,450,5,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
117,Jermain Defoe,eng ENG,FW,Tottenham,21,1982,35,28,"2,525",28.1,13,2,15,13,0,0,5,0,0.46,0.07,0.53,0.46,0.53,Matches
118,Mark Delaney,wls WAL,DF,Aston Villa,28,1976,30,30,"2,544",28.3,0,1,1,0,0,0,3,0,0,0.04,0.04,0,0.04,Matches
119,Rory Delap,ie IRL,MF,Southampton,28,1976,37,34,"3,028",33.6,2,4,6,2,0,0,5,0,0.06,0.12,0.18,0.06,0.18,Matches
120,Edwin van der Sar,nl NED,GK,Fulham,33,1970,34,33,"2,987",33.2,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches
121,Matt Derbyshire,eng ENG,FW,Blackburn,18,1986,1,0,9,0.1,0,0,0,0,0,,0,0,0,0,0,0,0,Matches
122,Shaun Derry,eng ENG,MF,Crystal Palace,26,1977,7,1,119,1.3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
123,Salif Diao,sn SEN,MF,Liverpool,27,1977,8,4,417,4.6,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
124,Salif Diao,sn SEN,MF,Birmingham City,27,1977,2,2,157,1.7,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
125,Paul Dickov,sct SCO,FW,Blackburn,31,1972,29,27,"2,358",26.2,9,2,11,7,2,3,7,0,0.34,0.08,0.42,0.27,0.34,Matches
126,Sylvain Distin,fr FRA,DF,Manchester City,26,1977,38,38,"3,402",37.8,1,0,1,1,0,0,3,0,0.03,0,0.03,0.03,0.03,Matches
127,Eric Djemba-Djemba,cm CMR,MF,Manchester Utd,23,1981,5,3,281,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
128,Eric Djemba-Djemba,cm CMR,MF,Aston Villa,23,1981,6,4,357,4,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
129,Youri Djorkaeff,fr FRA,"FW,MF",Blackburn,36,1968,3,3,202,2.2,0,1,1,0,0,0,0,0,0,0.45,0.45,0,0.45,Matches
130,Scott Dobie,sct SCO,FW,West Brom,25,1978,5,1,183,2,1,0,1,1,0,0,0,0,0.49,0,0.49,0.49,0.49,Matches
131,Jason Dodd,eng ENG,DF,Southampton,33,1970,5,4,367,4.1,0,1,1,0,0,0,0,0,0,0.25,0.25,0,0.25,Matches
132,Gary Doherty,ie IRL,"DF,FW",Norwich City,24,1980,20,17,"1,499",16.7,2,0,2,2,0,0,0,0,0.12,0,0.12,0.12,0.12,Matches
133,Gary Doherty,ie IRL,"DF,FW",Tottenham,24,1980,1,0,21,0.2,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
134,Doriva,br BRA,MF,Middlesbrough,32,1972,26,15,"1,476",16.4,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches
135,Jonathan Douglas,ie IRL,MF,Blackburn,22,1981,1,0,45,0.5,0,0,0,0,0,,0,0,0,0,0,0,0,Matches
136,Stewart Downing,eng ENG,"FW,MF",Middlesbrough,20,1984,35,28,"2,702",30,5,11,16,5,0,0,1,0,0.17,0.37,0.53,0.17,0.53,Matches
137,Didier Drogba,ci CIV,FW,Chelsea,26,1978,26,18,"1,632",18.1,10,5,15,10,0,0,2,0,0.55,0.28,0.83,0.55,0.83,Matches
138,Adam Drury,eng ENG,DF,Norwich City,25,1978,33,31,"2,815",31.3,1,2,3,1,0,0,2,0,0.03,0.06,0.1,0.03,0.1,Matches
139,Jerzy Dudek,pl POL,GK,Liverpool,31,1973,24,24,"2,160",24,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
140,Damien Duff,ie IRL,"FW,MF",Chelsea,25,1979,30,28,"2,396",26.6,6,7,13,6,0,0,1,0,0.23,0.26,0.49,0.23,0.49,Matches
141,David Dunn,eng ENG,MF,Birmingham City,24,1979,11,9,722,8,2,3,5,2,0,0,4,0,0.25,0.37,0.62,0.25,0.62,Matches
142,Richard Dunne,ie IRL,DF,Manchester City,24,1979,35,35,"3,120",34.7,1,3,4,1,0,0,6,1,0.03,0.09,0.12,0.03,0.12,Matches
143,Kieron Dyer,eng ENG,MF,Newcastle Utd,25,1978,23,20,"1,757",19.5,4,0,4,4,0,0,0,1,0.2,0,0.2,0.2,0.2,Matches
144,Lloyd Dyer,eng ENG,MF,West Brom,21,1982,4,0,83,0.9,0,0,0,0,0,,0,0,0,0,0,0,0,Matches
145,Robert Earnshaw,wls WAL,FW,West Brom,23,1981,31,18,"1,717",19.1,11,1,12,9,2,3,0,0,0.58,0.05,0.63,0.47,0.52,Matches
146,Emmanuel Eboué,ci CIV,"DF,MF",Arsenal,21,1983,1,0,15,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
147,Erik Edman,se SWE,DF,Tottenham,25,1978,28,28,"2,382",26.5,1,2,3,1,0,0,3,0,0.04,0.08,0.11,0.04,0.11,Matches
148,Marc Edworthy,eng ENG,DF,Norwich City,31,1972,28,27,"2,345",26.1,0,0,0,0,0,0,1,1,0,0,0,0,0,Matches
149,Ugo Ehiogu,eng ENG,DF,Middlesbrough,31,1972,10,9,708,7.9,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
150,Robbie Elliott,eng ENG,DF,Newcastle Utd,30,1973,17,15,"1,326",14.7,1,0,1,1,0,0,5,0,0.07,0,0.07,0.07,0.07,Matches
151,Brett Emerton,au AUS,"DF,MF",Blackburn,25,1979,37,33,"3,088",34.3,4,4,8,4,0,0,4,0,0.12,0.12,0.23,0.12,0.23,Matches
152,Jason Euell,jm JAM,"FW,MF",Charlton Ath,27,1977,26,7,950,10.6,2,2,4,2,0,0,1,0,0.19,0.19,0.38,0.19,0.38,Matches
153,Cesc Fàbregas,es ESP,"FW,MF",Arsenal,17,1987,33,24,"2,117",23.5,2,5,7,2,0,0,4,0,0.09,0.21,0.3,0.09,0.3,Matches
154,Khalilou Fadiga,sn SEN,MF,Bolton,29,1974,5,0,120,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
155,Amdy Faye,sn SEN,"DF,MF",Portsmouth,27,1977,20,17,"1,531",17,0,0,0,0,0,0,4,1,0,0,0,0,0,Matches
156,Amdy Faye,sn SEN,"DF,MF",Newcastle Utd,27,1977,9,8,704,7.8,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
157,Les Ferdinand,eng ENG,FW,Bolton,37,1966,12,1,258,2.9,1,1,2,1,0,0,1,0,0.35,0.35,0.7,0.35,0.7,Matches
158,Rio Ferdinand,eng ENG,DF,Manchester Utd,25,1978,31,31,"2,790",31,0,2,2,0,0,0,3,0,0,0.06,0.06,0,0.06,Matches
159,Barry Ferguson,sct SCO,MF,Blackburn,26,1978,21,21,"1,890",21,2,1,3,2,0,0,4,0,0.1,0.05,0.14,0.1,0.14,Matches
160,Duncan Ferguson,sct SCO,FW,Everton,32,1971,35,6,"1,196",13.3,5,3,8,5,0,0,2,1,0.38,0.23,0.6,0.38,0.6,Matches
161,Fabrice Fernandes,fr FRA,MF,Southampton,24,1979,16,14,"1,111",12.3,0,4,4,0,0,0,0,0,0,0.32,0.32,0,0.32,Matches
162,Paulo Ferreira,pt POR,DF,Chelsea,25,1979,29,29,"2,610",29,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
163,Steve Finnan,ie IRL,DF,Liverpool,28,1976,33,29,"2,546",28.3,1,1,2,1,0,0,3,0,0.04,0.04,0.07,0.04,0.07,Matches
164,Mark Fish,za RSA,"DF,FW",Charlton Ath,30,1974,7,6,509,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
165,Mathieu Flamini,fr FRA,MF,Arsenal,20,1984,21,9,951,10.6,1,1,2,1,0,0,1,0,0.09,0.09,0.19,0.09,0.19,Matches
166,Craig Fleming,eng ENG,DF,Norwich City,32,1971,38,38,"3,420",38,1,2,3,1,0,0,2,0,0.03,0.05,0.08,0.03,0.08,Matches
167,Darren Fletcher,sct SCO,MF,Manchester Utd,20,1984,18,18,"1,370",15.2,3,2,5,3,0,0,0,0,0.2,0.13,0.33,0.2,0.33,Matches
168,Garry Flitcroft,eng ENG,MF,Blackburn,31,1972,19,17,"1,443",16,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches
169,Willo Flood,ie IRL,"DF,MF",Manchester City,19,1985,9,4,381,4.2,1,0,1,1,0,0,1,0,0.24,0,0.24,0.24,0.24,Matches
170,Jimmy Floyd Hasselbaink,nl NED,FW,Middlesbrough,32,1972,36,36,"3,236",36,13,7,20,13,0,0,2,0,0.36,0.19,0.56,0.36,0.56,Matches
171,Yoann Folly,tg TOG,MF,Southampton,19,1985,3,1,129,1.4,0,0,0,0,0,,0,0,0,0,0,0,0,Matches
172,Liam Fontaine,eng ENG,DF,Fulham,18,1986,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
173,Diego Forlán,uy URU,"FW,MF",Manchester Utd,25,1979,1,0,17,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
174,Mikael Forssell,fi FIN,FW,Birmingham City,23,1981,4,4,329,3.7,0,1,1,0,0,0,0,0,0,0.27,0.27,0,0.27,Matches
175,Mikael Forssell,fi FIN,FW,Chelsea,23,1981,1,0,24,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
176,Jonathan Fortune,eng ENG,DF,Charlton Ath,23,1980,31,28,"2,586",28.7,2,0,2,2,0,0,1,0,0.07,0,0.07,0.07,0.07,Matches
